Row,Ticker,Date,Open,Close,High,Low
1,MSFT,2023-01-04,227.65430882995585,224.5376434326172,228.232555812996,221.46017488373835
2,MSFT,2023-01-05,222.67549253701173,217.88287353515625,223.01852855170435,217.3438233498918
3,MSFT,2023-01-06,218.55915550438465,220.45071411132812,221.26418720219093,214.98184795455603
4,MSFT,2023-01-09,221.94040552762866,222.59706115722656,226.63502444247789,221.90120867948417
5,MSFT,2023-01-10,223.2243130221081,224.29261779785156,226.70362023833323,222.80288335065225
6,MSFT,2023-01-11,226.6840340289095,231.0748291015625,231.2512373640301,226.5076257664419
7,MSFT,2023-01-12,230.57499017345114,233.76026916503906,235.1225878893982,228.9088472303744
8,MSFT,2023-01-13,232.28030969416918,234.4658966064453,234.60310800553617,230.24172965416147
9,MSFT,2023-01-17,233.2310201495425,235.56362915039062,236.11247480825548,232.36853985579916
10,MSFT,2023-01-18,236.75933268112436,231.11402893066406,237.55319978230224,230.82981063027438
11,MSFT,2023-01-19,229.12444390420126,227.311279296875,230.82979848155264,226.08617211757934
12,MSFT,2023-01-20,230.18295763742017,235.43621826171875,235.9458670784951,229.8399216164332
13,MSFT,2023-01-23,236.2986837989115,237.74920654296875,240.28762508379944,234.87754747647304
14,MSFT,2023-01-24,237.6708320585629,237.21998596191406,239.09195363040246,235.6518574862347
15,MSFT,2023-01-25,229.81050516547126,235.8184356689453,238.45486876012572,226.30179634476667
16,MSFT,2023-01-26,238.7978850780299,243.06126403808594,243.36508822534608,237.1807495855516
17,MSFT,2023-01-27,244.03155156466582,243.21807861328125,244.85481998958946,241.9145627963581
18,MSFT,2023-01-30,239.64075980634883,237.87661743164062,240.7090646327135,237.37676413120786
19,MSFT,2023-01-31,238.60187133523615,242.8750457763672,243.01225718230123,238.11182846334003
20,MSFT,2023-02-01,243.06125249211797,247.71665954589844,250.09826060768097,240.5816368788138
21,MSFT,2023-02-02,253.66576433894878,259.3306579589844,259.41886207455775,252.12702275543276
22,MSFT,2023-02-03,254.37147415992763,253.20516967773438,258.9386775277901,251.98006244096368
23,MSFT,2023-02-06,252.31327154852002,251.65660095214844,253.1561309156688,249.70623992968441
24,MSFT,2023-02-07,255.3417486096492,262.23175048828125,263.4176459144894,254.90069804204686
25,MSFT,2023-02-08,267.75939845000244,261.4182434082031,271.2485008005916,260.90857975282876
26,MSFT,2023-02-09,268.3474431140304,258.37017822265625,268.5238812652101,257.56650079899157
27,MSFT,2023-02-10,256.3218537248294,257.860595703125,258.8308711332053,255.46918381235315
28,MSFT,2023-02-13,262.31016177286494,265.9168701171875,269.1315501475347,261.82989942164016
29,MSFT,2023-02-14,267.24001239002024,266.7499694824219,269.4941978010345,263.91750711977755
30,MSFT,2023-02-15,263.63528781822424,264.6178283691406,266.00321414410365,261.53263664657936
31,MSFT,2023-02-16,259.41037480496044,257.5730285644531,262.08288660517877,257.32739339893584
32,MSFT,2023-02-17,254.86122390687038,253.55442810058594,255.54898434486645,251.53039683731646
33,MSFT,2023-02-21,250.03692573640924,248.25852966308594,251.02930132977812,247.1973840242919
34,MSFT,2023-02-22,249.6537463098398,247.11878967285156,249.89938146855127,245.9692189291674
