Row,Ticker,Date,Open,Close,High,Low
1,VOO,2023-01-04,339.7974068446964,340.1930847167969,342.1714446260247,336.99874058849326
2,VOO,2023-01-05,338.4752800417909,336.47760009765625,338.54281181404355,335.8985585912191
3,VOO,2023-01-06,339.3051966512857,344.1304931640625,345.172773703535,336.5547717487484
4,VOO,2023-01-09,346.19574358661487,343.87957763671875,349.0909215727116,343.77343524717315
5,VOO,2023-01-10,343.40671243866626,346.3308410644531,346.40806230446253,342.55745550620594
6,VOO,2023-01-11,347.8170656381992,350.7508544921875,350.8087557007097,347.0932710803955
7,VOO,2023-01-12,351.7448368352119,352.06329345703125,353.3564694310871,348.0004019052099
8,VOO,2023-01-13,349.04270800361655,353.4337463378906,353.91627608113316,348.8400537578126
9,VOO,2023-01-17,353.3951003095374,352.8932800292969,354.8716399978911,352.12121484668603
10,VOO,2023-01-18,353.8583422109226,347.16082763671875,354.81374158996124,347.0160451660852
11,VOO,2023-01-19,345.2596480123517,344.66131591796875,346.8037194360724,343.416381090165
12,VOO,2023-01-20,345.925456951944,351.00164794921875,351.19467155573847,344.4103070494393
13,VOO,2023-01-23,351.7737468120939,355.27691650390625,357.07191252213755,350.9437805656252
14,VOO,2023-01-24,353.7618107729364,354.90057373046875,355.7305106296376,352.65199841767105
15,VOO,2023-01-25,351.069252168281,355.0260009765625,355.2962163880355,349.0233312740898
16,VOO,2023-01-26,357.51585912640365,358.8186950683594,359.05995989274845,354.7654342381133
17,VOO,2023-01-27,357.9309064977159,359.8417053222656,361.97447841840335,357.8054440594825
18,VOO,2023-01-30,357.216730528983,355.3445129394531,359.281971778758,355.00673625966203
19,VOO,2023-01-31,355.73050115069816,360.3917541503906,360.48826597246676,355.4602857196488
20,VOO,2023-02-01,359.4266883627741,364.3388366699219,366.8769473433476,356.8403365048152
21,VOO,2023-02-02,367.9288922463484,369.5598449707031,370.9784834513171,366.1435264855209
22,VOO,2023-02-03,365.0143998630421,365.61273193359375,369.8107458964062,364.5897714030493
23,VOO,2023-02-06,363.42201582434654,363.4992370605469,364.7248517609575,361.91652568243643
24,VOO,2023-02-07,362.6596515309573,368.1894226074219,369.37645617813394,361.5305191635704
25,VOO,2023-02-08,366.4233823950629,364.1554870605469,367.6200465497549,363.56681500098836
26,VOO,2023-02-09,367.65859021048414,361.03826904296875,367.68754080730014,359.9188263319052
27,VOO,2023-02-10,359.967155559335,361.91656494140625,362.27366165784224,359.19511982121935
28,VOO,2023-02-13,362.5245444491068,366.09527587890625,366.1821276875739,362.0902854057688
